,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
924,47.0,56.0,50491.45,149.53,Public-key bi-directional Graphical User Interface,New Marcusbury,0,Bahamas,29/4/2016 20:40,1
925,59.64,51.0,71455.62,153.12,Re-contextualized human-resource success,Evansville,1,Guyana,3/5/2016 1:09,1
926,35.98,45.0,43241.88,150.79,Front-line fresh-thinking installation,Huffmanchester,0,Ethiopia,27/6/2016 21:51,1
927,72.55,22.0,58953.01,202.34,Balanced empowering success,New Cynthia,0,Bosnia and Herzegovina,8/2/2016 7:33,0
928,91.15,38.0,36834.04,184.98,Robust uniform framework,Joshuamouth,0,Cyprus,22/2/2016 7:04,0
929,80.53,29.0,66345.1,187.64,Sharable upward-trending support,West Benjamin,0,Singapore,21/3/2016 8:13,0
930,82.49,45.0,38645.4,130.84,Assimilated multi-state paradigm,Williamsfort,0,Dominican Republic,31/5/2016 0:58,1
931,80.94,36.0,60803.0,239.94,Self-enabling local strategy,North Tiffany,0,Bermuda,1/1/2016 5:31,0
932,61.76,34.0,33553.9,114.69,Open-source local approach,Edwardsport,0,Jamaica,27/5/2016 8:53,1
933,63.3,38.0,63071.34,116.19,Polarized intangible encoding,Lake Evantown,0,Saint Barthelemy,9/5/2016 7:13,1
934,36.73,34.0,46737.34,149.79,Multi-lateral attitude-oriented adapter,South Henry,1,Albania,27/6/2016 1:56,1
935,78.41,33.0,55368.67,248.23,Multi-lateral 24/7 Internet solution,Harmonhaven,1,Mozambique,3/6/2016 4:51,0
936,83.98,36.0,68305.91,194.62,Profit-focused secondary portal,West Gregburgh,0,Zimbabwe,24/2/2016 0:44,0
937,63.18,45.0,39211.49,107.92,Reactive upward-trending migration,Hansenland,0,Georgia,5/3/2016 12:03,1
938,50.6,48.0,65956.71,135.67,Customer-focused fault-tolerant implementation,Port Michaelmouth,0,Brazil,15/1/2016 22:49,1
939,32.6,38.0,40159.2,190.05,Customizable homogeneous contingency,Tylerport,0,Syrian Arab Republic,12/2/2016 3:39,1
940,60.83,19.0,40478.83,185.46,Versatile next generation pricing structure,West Lacey,1,Palestinian Territory,19/2/2016 20:49,0
941,44.72,46.0,40468.53,123.86,Cross-group systemic customer loyalty,North Jenniferburgh,1,Grenada,12/3/2016 2:48,1
942,78.76,51.0,66980.27,162.05,Face-to-face modular budgetary management,South Davidhaven,0,Ghana,23/7/2016 4:04,1
943,79.51,39.0,34942.26,125.11,Proactive non-volatile encryption,North Charlesbury,1,Brunei Darussalam,6/3/2016 9:33,1
944,39.3,32.0,48335.2,145.73,Decentralized bottom-line help-desk,Jonathanland,0,Lithuania,24/2/2016 4:11,1
945,64.79,30.0,42251.59,116.07,Visionary mission-critical application,North Virginia,0,Maldives,17/2/2016 20:22,1
946,89.8,36.0,57330.43,198.24,User-centric attitude-oriented adapter,West Tanner,0,Lesotho,2/2/2016 4:57,0
947,72.82,34.0,75769.82,191.82,User-centric discrete success,Jonesmouth,1,Czech Republic,27/1/2016 16:06,0
948,38.65,31.0,51812.71,154.77,Total even-keeled architecture,Port Jason,1,Iceland,24/5/2016 9:50,1
949,59.01,30.0,75265.96,178.75,Focused multimedia implementation,West Annefort,1,Philippines,8/2/2016 22:45,1
950,78.96,50.0,69868.48,193.15,Stand-alone well-modulated product,East Jason,0,Cayman Islands,12/2/2016 1:55,1
951,63.99,43.0,72802.42,138.46,Ameliorated bandwidth-monitored contingency,North Cassie,0,Haiti,11/1/2016 8:18,1
952,41.35,27.0,39193.45,162.46,Streamlined homogeneous analyzer,Hintonport,1,Colombia,3/3/2016 3:51,1
953,62.79,36.0,19504.987499999996,231.87,Total coherent archive,New James,1,Luxembourg,30/5/2016 20:08,1
954,45.53,29.0,56129.89,141.58,Front-line neutral alliance,North Destiny,0,United Arab Emirates,22/4/2016 22:01,1
955,51.65,31.0,58996.56,249.99,Virtual context-sensitive support,Mclaughlinbury,0,Ireland,25/5/2016 10:39,0
956,54.55,44.0,41547.62,109.04,Re-engineered optimal policy,West Gabriellamouth,0,Canada,4/2/2016 3:10,1
957,35.66,36.0,59240.24,172.57,Implemented uniform synergy,Alvarezland,0,Svalbard & Jan Mayen Islands,21/2/2016 20:09,1
958,69.95,28.0,56725.47,247.01,Horizontal even-keeled challenge,New Julie,0,Malta,28/4/2016 1:24,0
959,79.83,29.0,55764.43,234.23,Innovative regional groupware,North Frankstad,1,Sudan,18/5/2016 19:33,0
960,85.35,37.0,64235.51,161.42,Exclusive multi-state Internet solution,Claytonside,1,Ecuador,17/2/2016 11:15,0
961,56.78,28.0,39939.39,124.32,Mandatory empowering focus group,Melanieton,0,Senegal,19/6/2016 23:04,1
962,78.67,26.0,63319.99,195.56,Proactive 5thgeneration frame,Lake Michaelport,0,Cambodia,20/2/2016 9:54,0
963,70.09,21.0,54725.87,211.17,Automated full-range Internet solution,East Benjaminville,0,Belarus,22/1/2016 12:58,0
964,60.75,42.0,69775.75,247.05,Fully-configurable systemic productivity,Garrettborough,1,Guyana,19/2/2016 13:26,0
965,65.07,24.0,57545.56,233.85,Multi-lateral multi-state encryption,Port Raymondfort,0,Mali,3/1/2016 7:13,0
966,35.25,50.0,47051.02,194.44,Intuitive global website,Waltertown,0,Iran,3/1/2016 4:39,1
967,37.58,52.0,51600.47,176.7,Exclusive disintermediate Internet solution,Cameronberg,1,Bulgaria,13/4/2016 13:04,1
968,68.01,25.0,68357.96,188.32,Ameliorated actuating workforce,Kaylashire,1,Afghanistan,1/1/2016 3:35,0
969,45.08,38.0,35349.26,125.27,Synergized clear-thinking protocol,Fosterside,0,Liberia,27/3/2016 8:32,1
970,63.04,27.0,69784.85,159.05,Triple-buffered multi-state complexity,Davidstad,0,Netherlands Antilles,10/7/2016 16:25,1
971,40.18,29.0,50760.23,151.96,Enhanced intangible portal,Lake Tracy,0,Hong Kong,25/6/2016 4:21,1
972,45.17,48.0,34418.09,132.07,Down-sized background groupware,Taylormouth,1,Palau,27/1/2016 14:41,1
973,50.48,50.0,20592.99,162.43,Switchable real-time product,Dianaville,0,Malawi,16/5/2016 18:51,1
974,80.87,28.0,63528.8,203.3,Ameliorated local workforce,Collinsburgh,0,Uruguay,27/2/2016 20:20,0
975,41.88,40.0,44217.68,126.11,Streamlined exuding adapter,Port Rachel,1,Cyprus,28/2/2016 23:54,1
976,39.87,48.0,47929.83,139.34,Business-focused user-facing benchmark,South Rebecca,1,Mexico,13/6/2016 6:11,1
977,61.84,45.0,46024.29,105.63,Reactive bi-directional standardization,Port Joshuafort,1,Niger,5/5/2016 11:07,1
978,54.97,31.0,51900.03,116.38,Virtual bifurcated portal,Robinsontown,1,France,7/7/2016 12:17,1
979,71.4,30.0,72188.9,166.31,Integrated 3rdgeneration monitoring,Beckton,0,Japan,24/5/2016 17:07,0
980,70.29,31.0,56974.51,254.65,Balanced responsive open system,New Frankshire,1,Norfolk Island,30/3/2016 14:36,0
981,67.26,57.0,25682.65,168.41,Focused incremental Graphic Interface,North Derekville,1,Bulgaria,27/5/2016 5:54,1
982,76.58,46.0,41884.64,258.26,Secured 24hour policy,West Sydney,0,Uzbekistan,3/1/2016 16:30,0
983,54.37,38.0,72196.29,140.77,Up-sized asymmetric firmware,Lake Matthew,0,Mexico,25/6/2016 18:17,1
984,82.79,32.0,54429.17,234.81,Distributed fault-tolerant service-desk,Lake Zacharyfurt,1,Brunei Darussalam,24/2/2016 10:36,0
985,66.47,31.0,58037.66,256.39,Vision-oriented human-resource synergy,Lindsaymouth,1,France,3/3/2016 3:13,0
986,72.88,44.0,64011.26,125.12,Customer-focused explicit challenge,Sarahland,0,Yemen,21/4/2016 19:56,1
987,76.44,28.0,59967.19,232.68,Synchronized human-resource moderator,Port Julie,1,Northern Mariana Islands,6/4/2016 17:26,0
988,63.37,43.0,43155.19,105.04,Open-architected full-range projection,Michaelshire,1,Poland,23/3/2016 12:53,1
989,89.71,48.0,51501.38,204.4,Versatile local forecast,Sarafurt,1,Bahrain,17/2/2016 7:00,0
990,70.96,31.0,55187.85,256.4,Ameliorated user-facing help-desk,South Denise,0,Saint Pierre and Miquelon,26/6/2016 7:01,0
991,35.79,44.0,33813.08,165.62,Enterprise-wide tangible model,North Katie,1,Tonga,20/4/2016 13:36,1
992,38.96,38.0,36497.22,140.67,Versatile mission-critical application,Mauricefurt,1,Comoros,21/7/2016 16:02,1
993,69.17,40.0,66193.81,123.62,Extended leadingedge solution,New Patrick,0,Montenegro,6/3/2016 11:36,1
994,64.2,27.0,66200.96,227.63,Phased zero tolerance extranet,Edwardsmouth,1,Isle of Man,11/2/2016 23:45,0
995,43.7,28.0,63126.96,173.01,Front-line bifurcated ability,Nicholasland,0,Mayotte,4/4/2016 3:57,1
996,72.97,30.0,71384.57,208.58,Fundamental modular algorithm,Duffystad,1,Lebanon,11/2/2016 21:49,1
997,51.3,45.0,67782.17,134.42,Grass-roots cohesive monitoring,New Darlene,1,Bosnia and Herzegovina,22/4/2016 2:07,1
998,51.63,51.0,42415.72,120.37,Expanded intangible solution,South Jessica,1,Mongolia,1/2/2016 17:24,1
999,55.55,19.0,41920.79,187.95,Proactive bandwidth-monitored policy,West Steven,0,Guatemala,24/3/2016 2:35,0
1000,45.01,35.0,29875.8,178.35,Virtual 5thgeneration emulation,Ronniemouth,0,Brazil,3/6/2016 21:43,1
1001,36.91,48.0,54645.2,159.69,Ameliorated coherent open architecture,North Samantha,0,Zimbabwe,24/2/2016 7:13,1
